smiles,pKa,n_candidates,chosen,chosen_kind,has_acid_and_base,chosen_plausible,alt_site_fits,n_atoms,size_bin
Cc1nc(N2CCCCC2)c([N+](=O)[O-])n1CC(O)CNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,6.687,4,carboxylic_acid,acid,True,False,pyridine_N,44,>30
Cc1nc(N2CCOCC2)c([N+](=O)[O-])n1CC(O)CNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,6.565,4,carboxylic_acid,acid,True,False,pyridine_N,44,>30
CCON1CCN/C1=N\c1ccc(NC(=O)Nc2ccc(/N=C3\NCCN3OCC)cc2)cc1,8.27,3,guanidine,base,False,False,,34,>30
CON1CCN/C1=N\c1ccc(NC(=O)Nc2ccc(/N=C3\NCCN3OC)cc2)cc1,7.95,3,guanidine,base,False,False,,32,>30
O=C(Nc1ccc(NC2=NCCN2)cc1)Nc1ccc(NC2=NCCN2)cc1,10.34,3,guanidine,base,False,True,amidine,28,22-30
CCON1CCN/C1=N/c1ccc(CCc2ccc(/N=C3\NCCN3OCC)cc2)cc1,8.01,2,guanidine,base,False,False,,32,>30
CON1CCN/C1=N/c1ccc(CCc2ccc(/N=C3\NCCN3OC)cc2)cc1,8.01,2,guanidine,base,False,False,,30,22-30
ON1CCN/C1=N/c1ccc(CCc2ccc(/N=C3\NCCN3O)cc2)cc1,7.97,2,guanidine,base,False,False,,28,22-30
c1cc(NC2=NCCN2)ccc1CCc1ccc(NC2=NCCN2)cc1,10.71,3,guanidine,base,False,True,amidine,26,22-30
CCON1CCN/C1=N/c1ccc(C(=O)Nc2ccc(/N=C3\NCCN3OCC)cc2)cc1,7.34,3,guanidine,base,False,False,,33,>30
CON1CCN/C1=N/c1ccc(C(=O)Nc2ccc(/N=C3\NCCN3OC)cc2)cc1,7.27,3,guanidine,base,False,False,,31,>30
O=C(Nc1ccc(/N=C2\NCCN2O)cc1)c1ccc(/N=C2/NCCN2O)cc1,7.43,3,guanidine,base,False,False,,29,22-30
O=C(Nc1ccc(NC2=NCCN2)cc1)c1ccc(NC2=NCCN2)cc1,9.29,3,guanidine,base,False,False,amidine,27,22-30
Nc1ccc(CON[C@@H](CCC(=O)O)C(=O)O)cc1,3.76,3,carboxylic_acid,acid,True,True,aniline,19,15-22
NCC(=O)O,2.3,2,carboxylic_acid,acid,True,True,,5,<15
N[C@H](CCC(=O)O)C(=O)O,4.25,2,carboxylic_acid,acid,True,True,,10,<15
CC(=O)NCC(=O)O,3.6,1,carboxylic_acid,acid,False,True,,8,<15
O=C(NCc1ccccn1)C1=CCCC1C(=O)N1CCCC1,4.4,1,pyridine_N,base,False,True,,22,15-22
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CCNCC4)no2)cc1C#N,9.69,2,sec_amine,base,False,True,,28,22-30
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)C4)no2)cc1C#N,7.28,2,tert_amine,base,False,True,pyridine_N,32,>30
Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(CC(=O)N[C@@H](C)CO)C2,6.07,2,tert_amine,base,False,False,pyridine_N,36,>30
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(CO)CO)C4)no2)cc1C#N,6.03,2,tert_amine,base,False,False,pyridine_N,33,>30
c1ccc(CSc2nc[nH]n2)cc1,9.5,1,pyridine_N,base,False,False,,13,<15
O=S(=O)(Cc1ccccc1)c1nc[nH]n1,6.23,1,pyridine_N,base,False,True,,15,<15
[O-][S+](Cc1ccccc1)c1nc[nH]n1,7.38,1,pyridine_N,base,False,True,,14,<15
NC(CCCCCS(=O)(=O)c1ccccc1O)C(=O)O,7.38,3,carboxylic_acid,acid,True,False,phenol,20,15-22
c1ccc(CSc2ncc[nH]2)cc1,11.6,1,pyridine_N,base,False,False,,13,<15
NC(CCCCCSc1cc(Cl)ccc1O)C(=O)O,8.55,3,carboxylic_acid,acid,True,False,phenol,19,15-22
[O-][S+](Cc1ccccc1)c1ncc[nH]1,9.8,1,pyridine_N,base,False,False,,14,<15
NC(CCCCCSc1ccccc1O)C(=O)O,9.35,3,carboxylic_acid,acid,True,False,phenol,18,15-22
[O-][S+](Cc1ccccc1)c1nc(O)n[nH]1,5.2,2,phenol,acid,True,False,pyridine_N,15,<15
O=S(=O)(Cc1ccccc1)c1nc(O)n[nH]1,4.79,2,phenol,acid,True,False,pyridine_N,16,15-22
Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)n[nH]1,12.1,3,tert_amine,base,False,False,,27,22-30
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C,10.1,4,tert_amine,base,False,True,,28,22-30
Cc1nc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)co1,10.1,4,tert_amine,base,False,True,,27,22-30
Cc1cc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)on1,10.1,4,tert_amine,base,False,True,,27,22-30
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(C)n(C)n1,10.1,3,tert_amine,base,False,True,,28,22-30
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccco1,10.1,3,tert_amine,base,False,True,,26,22-30
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccoc1,10.1,3,tert_amine,base,False,True,,26,22-30
Cc1cccc(C(=O)Nc2ccc(N3CC[C@H](N4CCC[C@@H]4C)C3)cc2C)n1,10.1,4,tert_amine,base,False,True,,28,22-30
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,10.1,3,tert_amine,base,False,True,,29,22-30
Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NS(=O)(=O)c1ccc(F)c(F)c1,10.0,5,sulfonamide_2,acid,True,True,tert_amine,30,22-30
Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cccc2ccccc12,9.9,4,tert_amine,base,False,True,,31,>30
Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)Cc1ccccc1,9.9,4,tert_amine,base,False,True,,28,22-30
Cc1nc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1ccccc1,9.9,4,tert_amine,base,False,True,,27,22-30
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,6.4,3,phosphoric_acid,acid,True,False,pyridine_N,27,22-30
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(O)(O)=S)[C@@H](O)[C@H]1O,7.7,2,pyridine_N,base,False,True,,23,22-30
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)S)[C@@H](O)[C@H]1O,5.8,4,phosphoric_acid,acid,True,False,pyridine_N,27,22-30
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,8.1,3,phosphoric_acid,acid,True,False,,23,22-30
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCC2,8.0,3,pyridine_N,base,False,True,,25,22-30
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.8,1,prim_amine,base,False,True,,39,>30
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)CCC2,8.0,3,pyridine_N,base,False,True,,26,22-30
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,8.0,3,pyridine_N,base,False,True,,37,>30
CCc1nc(N)nc(N)c1-c1ccc(NCc2cc(F)cc(F)c2)cc1,8.0,3,pyridine_N,base,False,True,,26,22-30
CNCCc1nc(-c2cn(C)c3ccccc23)no1,8.8,2,sec_amine,base,False,True,,19,15-22
Cn1cc(-c2noc(C3=CCCNC3)n2)c2ccccc21,7.9,2,sec_amine,base,False,True,pyridine_N,21,15-22
CN(C)Cc1nc(-c2cn(C)c3ccccc23)no1,5.6,2,tert_amine,base,False,False,pyridine_N,19,15-22
Cn1cc(-c2noc(CN)n2)c2ccccc21,6.4,2,prim_amine,base,False,False,pyridine_N,17,15-22
CNCc1nc(-c2cn(C)c3ccccc23)no1,6.5,2,sec_amine,base,False,False,pyridine_N,18,15-22
CN(C)CCc1nc(-c2cn(C)c3ccccc23)no1,7.7,2,tert_amine,base,False,True,pyridine_N,20,15-22
CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,7.6,3,amidine,base,False,False,pyridine_N,26,22-30
CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,7.8,3,amidine,base,False,False,pyridine_N,26,22-30
COc1cccc(CC2CCCNC2)c1,9.9,1,sec_amine,base,False,True,,15,<15
c1cc(CC2CCCNC2)c2ccoc2c1,9.8,1,sec_amine,base,False,True,,16,15-22
Nc1ncc2n1CC(Cc1cccc3c1OCO3)CC2,9.2,2,pyridine_N,base,False,False,,20,15-22
OCc1c(C(F)(F)F)nc2c(OCc3ccccc3)cccn12,2.0,1,pyridine_N,base,False,True,,23,22-30
N#CCc1c(C(F)(F)F)nc2c(OCc3ccccc3)cccn12,2.0,1,pyridine_N,base,False,True,,24,22-30
Cc1c(C(F)(F)F)nc2c(OCc3ccccc3)cccn12,2.0,1,pyridine_N,base,False,True,,22,15-22
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(O)c(Cl)c1,8.7,2,phenol,acid,True,True,,22,15-22
CNCc1cn(S(=O)(=O)c2cccnc2)c(-c2cccnc2F)c1F,8.54,2,sec_amine,base,False,True,,25,22-30
CNCc1cn(S(=O)(=O)c2cc(C)ccn2)c(-c2cccnc2F)c1F,8.73,2,sec_amine,base,False,True,,26,22-30
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)[nH]nc2c1,3.8,3,sulfonamide_2,acid,True,False,aniline,34,>30
Cc1cnc(NC[C@@H](C)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]cnc2c1,5.8,2,pyridine_N,base,False,True,aniline_sec,32,>30
Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(O)c2c1,6.3,3,phenol,acid,True,False,pyridine_N,32,>30
Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCO3)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,3.6,3,sulfonamide_2,acid,True,False,aniline,36,>30
Cc1cnc(NCC2(c3ccccn3)CC2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,3,pyridine_N,base,False,False,,34,>30
Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2nc(N)sc2c1,7.5,3,pyridine_N,base,False,True,,32,>30
Cc1cnc(NCCc2ccc3c(c2)CCC3)c(=O)n1CC(=O)NCc1ccc2c(ccn2N)c1,7.4,3,pyridine_N,base,False,True,,35,>30
Cc1cc2cn[nH]c2cc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,4.0,2,sulfonamide_2,acid,True,False,aniline_sec,34,>30
COc1ccc(C2(CNc3ncc(C)n(CC(=O)NCc4ccc5[nH]nc(N)c5c4)c3=O)CC2)cc1,3.6,3,pyridine_N,base,False,True,aniline,36,>30
Cc1cnc(NCC2(c3ccc(F)cc3)CC2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,3.6,3,pyridine_N,base,False,True,aniline,35,>30
Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1,8.6,3,pyridine_N,base,False,False,,34,>30
Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]cnc2c1,5.8,2,pyridine_N,base,False,True,aniline_sec,31,>30
Cc1cnc(NCC(F)(F)c2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,3.6,3,pyridine_N,base,False,True,aniline,34,>30
Cc1cnc(NCC2(c3ccccc3)CCC2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(O)c2c1,6.3,3,phenol,acid,True,False,pyridine_N,35,>30
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,3.6,3,sulfonamide_2,acid,True,False,aniline,34,>30
COc1ccc(CCNc2ncc(C)n(CC(=O)NCc3ccc4[nH]cnc4c3)c2=O)cc1,5.8,2,pyridine_N,base,False,True,aniline_sec,33,>30
COc1cccc(S(=O)(=O)Nc2cccn(CC(=O)NCc3ccc4[nH]nc(N)c4c3)c2=O)c1,3.6,3,sulfonamide_2,acid,True,False,aniline,34,>30
Cc1nc2cc(CNC(=O)Cn3c(C)cnc(NCCc4ccccc4)c3=O)ccc2[nH]1,6.4,2,pyridine_N,base,False,True,aniline_sec,32,>30
COc1cccc(S(=O)(=O)Nc2cccn(CC(=O)NCc3ccc4c(N)[nH]nc4c3)c2=O)c1,3.8,3,sulfonamide_2,acid,True,False,aniline,34,>30
Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2n1,4.7,4,sulfonamide_2,acid,True,False,pyridine_N,34,>30
Cc1ccc(NS(=O)(=O)Cc2ccc(Cl)cc2)c(=O)n1CC(=O)NCc1ccc2[nH]cnc2c1,5.8,3,sulfonamide_2,acid,True,False,pyridine_N,34,>30
Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2[nH]nc(N)c2c1,3.6,3,pyridine_N,base,False,True,aniline,32,>30
COCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.0,2,sulfonamide_1,acid,True,False,,19,15-22
COCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,5.34,2,sulfonamide_1,acid,True,False,,23,22-30
CC(C)CNCc1cc2sc(S(N)(=O)=O)cc2s1.Cl,7.6,2,sulfonamide_1,acid,True,False,sec_amine,19,15-22
Cl.NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2s1,5.25,2,sulfonamide_1,acid,True,False,,20,15-22
COCCOCCNC(C)c1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.13,2,sulfonamide_1,acid,True,False,,23,22-30
CNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,8.02,2,sulfonamide_1,acid,True,True,sec_amine,16,15-22
Cl.NS(=O)(=O)c1cc2cc(CN(CCO)CCO)sc2s1,5.5,2,sulfonamide_1,acid,True,False,,21,15-22
CNCc1cc2sc(S(N)(=O)=O)cc2s1.Cl,7.65,2,sulfonamide_1,acid,True,False,sec_amine,16,15-22
Cl.NS(=O)(=O)c1cc2cc(CNCCO)sc2s1,7.18,2,sulfonamide_1,acid,True,False,,18,15-22
COCCOCCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.4,2,sulfonamide_1,acid,True,False,,23,22-30
Cl.NS(=O)(=O)c1cc2cc(CNC(CO)CO)sc2s1,6.95,2,sulfonamide_1,acid,True,False,,20,15-22
COCCNCc1cc2sc(S(N)(=O)=O)cc2s1.Cl,6.65,2,sulfonamide_1,acid,True,False,,19,15-22
CC(C)CNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.9,2,sulfonamide_1,acid,True,False,sec_amine,19,15-22
COCCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.52,2,sulfonamide_1,acid,True,False,sec_amine,20,15-22
Cl.NS(=O)(=O)c1cc2cc(CN3CCSCC3)sc2s1,5.05,2,sulfonamide_1,acid,True,False,,20,15-22
Cl.NS(=O)(=O)c1cc2cc(C(=O)NCCN3CCSCC3)sc2s1,6.03,2,sulfonamide_1,acid,True,False,,24,22-30
CC(C=O)N(Cc1cc2cc(S(N)(=O)=O)sc2s1)C(C)C=O.Cl,5.75,2,sulfonamide_1,acid,True,False,,23,22-30
COCCN(CCOC)Cc1cc2sc(S(N)(=O)=O)cc2s1.Cl,5.48,2,sulfonamide_1,acid,True,False,,23,22-30
Cl.NS(=O)(=O)c1cc2cc(C(=O)NCCN3CCOCC3)sc2s1,5.8,2,sulfonamide_1,acid,True,False,,24,22-30
NS(=O)(=O)c1cc2cc(CN3CC[S+]([O-])CC3)sc2s1,4.23,2,sulfonamide_1,acid,True,False,,20,15-22
C[S+]([O-])CCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,5.58,2,sulfonamide_1,acid,True,False,,20,15-22
Cl.NS(=O)(=O)c1cc2cc(CNCC3CC3)sc2s1,7.72,2,sulfonamide_1,acid,True,False,sec_amine,19,15-22
CN(C)CCNC(=O)c1cc2cc(S(N)(=O)=O)sc2s1.Cl,7.48,2,sulfonamide_1,acid,True,False,tert_amine,21,15-22
Cl.NS(=O)(=O)c1cc2cc(CNCCCCO)sc2s1,7.7,2,sulfonamide_1,acid,True,False,sec_amine,20,15-22
CC(C)(C)NCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,8.28,2,sulfonamide_1,acid,True,True,sec_amine,19,15-22
COCCOCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,5.55,2,sulfonamide_1,acid,True,False,,26,22-30
COCCOCCN(CCOCCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1.Cl,5.72,2,sulfonamide_1,acid,True,False,,29,22-30
CSCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,6.85,2,sulfonamide_1,acid,True,False,,19,15-22
NCc1cc2cc(S(N)(=O)=O)sc2s1,7.3,2,sulfonamide_1,acid,True,False,,14,<15
Cl.NS(=O)(=O)c1cc2cc(CNCCF)sc2s1,6.4,2,sulfonamide_1,acid,True,False,,18,15-22
CS(=O)(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl,5.2,2,sulfonamide_1,acid,True,False,,21,15-22
Cl.NS(=O)(=O)c1cc2cc(CNCC(F)(F)F)sc2s1,3.75,2,sulfonamide_1,acid,True,False,,20,15-22
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\[C@@H]2O[C@H]2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,7.61,1,tert_amine,base,False,True,,59,>30
CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1C,8.83,1,tert_amine,base,False,True,,40,>30
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,7.73,1,tert_amine,base,False,True,,64,>30
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\[C@]2(C)O[C@H]2[C@@H]1C,8.79,1,tert_amine,base,False,True,,41,>30
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,8.84,1,tert_amine,base,False,True,,48,>30
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,8.36,1,tert_amine,base,False,True,,54,>30
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@@H](C)O3)[C@@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C\C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,7.55,1,tert_amine,base,False,True,,58,>30
COc1ccc(-c2nccn2-c2cc(OC)c(OC)c(OC)c2)cc1F.Cl,6.63,1,pyridine_N,base,False,True,,27,22-30
COc1ccc(-c2cncn2-c2cc(OC)c(OC)c(OC)c2)cc1.Cl,6.82,1,pyridine_N,base,False,True,,26,22-30
COc1cc(-n2cncc2-c2ccc3ccccc3c2)cc(OC)c1OC.Cl,5.58,1,pyridine_N,base,False,True,,28,22-30
CN(C)CCCCc1cc2[nH]c3cc(-c4ccccc4Cl)c4c(c3c2cc1O)C(=O)NC4=O,9.5,3,phenol,acid,True,True,imide,33,>30
CN(C)CCCOc1cc2c(cc1O)c1c3c(c(-c4ccccc4Cl)cc1n2CCO)C(=O)NC3=O,9.5,3,phenol,acid,True,True,imide,36,>30
CN(C)CCCOc1cc2c(cc1O)c1c3c(c(-c4ccccc4Cl)cc1n2C)C(=O)NC3=O,9.5,3,phenol,acid,True,True,imide,34,>30
CN(C)CCCOc1cc2[nH]c3cc(-c4ccccc4Cl)c4c(c3c2cc1O)C(=O)NC4=O,9.5,3,phenol,acid,True,True,imide,33,>30
CN(C)CCCCc1cc2c(cc1O)c1c3c(c(-c4ccccc4Cl)cc1n2C)C(=O)NC3=O,9.5,3,phenol,acid,True,True,imide,34,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3cc(CCCCN4CCOCC4)c(O)cc3c21,7.8,3,phenol,acid,True,True,imide,36,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3cc(CCCCN4CCCC4)c(O)cc3c21,10.5,3,phenol,acid,True,True,imide,35,>30
Cn1c2cc(C(=O)NCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,37,>30
Cn1c2cc(S(=O)(=O)NCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,4,sulfonamide_2,acid,True,True,phenol,38,>30
Cn1c2cc(S(=O)(=O)CCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,38,>30
Cn1c2cc([S+]([O-])CCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,37,>30
Cn1c2cc(SCCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,36,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)c(OCCCN3CCCC3)cc2n1CCO,10.5,3,phenol,acid,True,True,imide,38,>30
Cn1c2cc(OCCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,36,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3cc(OCCCN4CCCC4)c(O)cc3c21,10.5,3,phenol,acid,True,True,imide,35,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)c(CCCCN3CCCC3)cc2n1CCO,10.5,3,phenol,acid,True,True,imide,38,>30
Cn1c2cc(CCCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,10.5,3,phenol,acid,True,True,imide,36,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)c(OCCCN3CCOCC3)cc2n1CCO,7.8,3,phenol,acid,True,True,imide,39,>30
Cn1c2cc(OCCCN3CCOCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,7.8,3,phenol,acid,True,True,imide,37,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3cc(OCCCN4CCOCC4)c(O)cc3c21,7.8,3,phenol,acid,True,True,imide,36,>30
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)c(CCCCN3CCOCC3)cc2n1CCO,7.8,3,phenol,acid,True,True,imide,39,>30
Cn1c2cc(CCCCN3CCOCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,7.8,3,phenol,acid,True,True,imide,37,>30
OCCCCCNCc1c2ccccc2c(CNCCCCCO)c2ccccc12,8.0,1,sec_amine,base,False,True,,30,22-30
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,8.32,1,tert_amine,base,False,True,,21,15-22
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,8.06,2,tert_amine,base,False,True,,30,22-30
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,7.85,2,tert_amine,base,False,True,,27,22-30
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,8.99,1,tert_amine,base,False,True,,18,15-22
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,6.5,2,tert_amine,base,False,True,aniline_tert,30,22-30
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,9.76,3,sulfonamide_2,acid,True,True,sec_amine,18,15-22
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,8.9,1,tert_amine,base,False,True,,22,15-22
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,8.19,2,phenol,acid,True,True,tert_amine,24,22-30
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,8.22,1,sec_amine,base,False,True,,29,22-30
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,7.9,1,sec_amine,base,False,True,,25,22-30
Cc1ccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc1Nc1nn[nH]n1,1.37,3,tetrazole_2,acid,True,False,,36,>30
CN1C(=O)[C@H](NC(=O)Nc2cccc(Nc3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21,5.1,3,tetrazole_2,acid,True,True,aniline_sec,35,>30
CN1C(=O)[C@H](NC(=O)Nc2cccc(CNc3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21,5.9,3,tetrazole_2,acid,True,True,aniline_sec,36,>30
CN1C(=O)[C@H](NC(=O)Nc2ccc3c(c2)N(c2nn[nH]n2)CC3)N=C(c2ccccc2)c2ccccc21,4.8,3,tetrazole_2,acid,True,True,aniline_sec,37,>30
Cc1ccc(NC(=O)N[C@@H]2N=C(c3ccccc3)c3ccccc3N(C)C2=O)cc1N(C)c1nn[nH]n1,5.7,3,tetrazole_2,acid,True,True,aniline_sec,37,>30
