key,pKa,kind,prot_smi,prot_idx,dep_smi,dep_idx
COC(=O)C[C@@](C)(C(=O)O)c1ccccc1,4.15,acid,COC(=O)C[C@@](C)(C(=O)O)c1ccccc1,15,COC(=O)C[C@@](C)(C(=O)[O-])c1ccccc1,15
CCCCc1ccc([C@@H](O)C(=O)O)cc1,3.58,acid,CCCCc1ccc([C@@H](O)C(=O)O)cc1,13,CCCCc1ccc([C@@H](O)C(=O)[O-])cc1,13
CCCc1ccc(O)c(CCC)c1,10.91,acid,CCCc1ccc(O)c(CCC)c1,12,CCCc1ccc([O-])c(CCC)c1,12
C[N+](C)(C)c1cccc(CCC(=O)[O-])c1,4.17,acid,C[N+](C)(C)c1cccc(CCC(=O)O)c1,14,C[N+](C)(C)c1cccc(CCC(=O)[O-])c1,14
C[N+](C)(C)c1ccc(CCC(=O)[O-])cc1,4.22,acid,C[N+](C)(C)c1ccc(CCC(=O)O)cc1,14,C[N+](C)(C)c1ccc(CCC(=O)[O-])cc1,14
COC(=O)[C@@](C)(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,4.45,acid,COC(=O)[C@@](C)(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1,15,COC(=O)[C@@](C)(CC(=O)[O-])Cc1ccc([N+](=O)[O-])cc1,15
Oc1c(/N=N/c2nccs2)ccc2ccccc12,9.1,acid,Oc1c(/N=N/c2nccs2)ccc2ccccc12,10,[O-]c1c(/N=N/c2nccs2)ccc2ccccc12,10
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,11.72,acid,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,14,CC(C)(C)c1ccc([O-])c(C(C)(C)C)c1,14
CC(C)(C)c1cccc(C(C)(C)C)c1O,11.7,acid,CC(C)(C)c1cccc(C(C)(C)C)c1O,10,CC(C)(C)c1cccc(C(C)(C)C)c1[O-],10
Oc1c(/N=N/c2ccccn2)ccc2ccccc12,7.9,acid,Oc1c(/N=N/c2ccccn2)ccc2ccccc12,10,[O-]c1c(/N=N/c2ccccn2)ccc2ccccc12,10
O=C(c1cc([N+](=O)[O-])cc(C(F)(F)F)c1)N(O)c1ccccc1,7.85,acid,O=C(c1cc([N+](=O)[O-])cc(C(F)(F)F)c1)N(O)c1ccccc1,22,O=C(c1cc([N+](=O)[O-])cc(C(F)(F)F)c1)N([O-])c1ccccc1,22
O=C(c1ccccc1C(F)(F)F)N(O)c1ccccc1,7.88,acid,O=C(c1ccccc1C(F)(F)F)N(O)c1ccccc1,19,O=C(c1ccccc1C(F)(F)F)N([O-])c1ccccc1,19
Oc1ccc2ccccc2c1/N=N/c1ccccn1,11.2,acid,Oc1ccc2ccccc2c1/N=N/c1ccccn1,18,[O-]c1ccc2ccccc2c1/N=N/c1ccccn1,18
CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,8.68,acid,CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,13,CC(=O)c1cc(C(C)(C)C)c([O-])c(C(C)(C)C)c1,13
CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,2.72,acid,CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)O,21,CC1(C)S[C@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@@H]1C(=O)[O-],21
[H]/N=C(/C)N,12.4,base,CC(N)=[NH2+],2,[H]/N=C(/C)N,1
CCO[Si](C)(CN)OCC,9.2,base,CCO[Si](C)(C[NH3+])OCC,6,CCO[Si](C)(CN)OCC,6
CC(C)(O)CN,9.25,base,CC(C)(O)C[NH3+],4,CC(C)(O)CN,4
CC(C)(N)CO,9.71,base,CC(C)([NH3+])CO,5,CC(C)(N)CO,5
CC(C)(C)N,10.68,base,CC(C)(C)[NH3+],4,CC(C)(C)N,4
C[Si](C)(C)CCCN,10.73,base,C[Si](C)(C)CCC[NH3+],7,C[Si](C)(C)CCCN,7
CC(C)N(CCCl)CCCl,6.98,base,CC(C)[NH+](CCCl)CCCl,3,CC(C)N(CCCl)CCCl,3
N#Cc1ccc(C(=O)O)cc1,3.55,acid,N#Cc1ccc(C(=O)O)cc1,10,N#Cc1ccc(C(=O)[O-])cc1,10
O=C(O)c1cccc([N+](=O)[O-])c1[N+](=O)[O-],1.85,acid,O=C(O)c1cccc([N+](=O)[O-])c1[N+](=O)[O-],14,O=C([O-])c1cccc([N+](=O)[O-])c1[N+](=O)[O-],14
CC(C)N(CCO)C(C)C,10.08,base,CC(C)[NH+](CCO)C(C)C,3,CC(C)N(CCO)C(C)C,3
CC(C)CNCC(C)C,10.91,base,CC(C)C[NH2+]CC(C)C,4,CC(C)CNCC(C)C,4
CC(C)NC[Si](C)(C)C,10.8,base,CC(C)[NH2+]C[Si](C)(C)C,3,CC(C)NC[Si](C)(C)C,3
CCCCN,10.7,base,CCCC[NH3+],4,CCCCN,4
CCCCN(CCCC)CCCC,9.93,base,CCCC[NH+](CCCC)CCCC,4,CCCCN(CCCC)CCCC,4
CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,8.94,base,CCC(=O)C(C[C@H](C)[NH+](C)C)(c1ccccc1)c1ccccc1,8,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,8
C[C@@H](C=C(c1ccccc1)c1ccccc1)N(C)C,9.21,base,C[C@@H](C=C(c1ccccc1)c1ccccc1)[NH+](C)C,16,C[C@@H](C=C(c1ccccc1)c1ccccc1)N(C)C,16
CCCCCCCCCCN(C[C@@H](C)O)C[C@@H](C)O,7.6,base,CCCCCCCCCC[NH+](C[C@@H](C)O)C[C@@H](C)O,10,CCCCCCCCCCN(C[C@@H](C)O)C[C@@H](C)O,10
CCCOc1ccccc1C(=O)O,4.24,acid,CCCOc1ccccc1C(=O)O,12,CCCOc1ccccc1C(=O)[O-],12
CNC1CCCC1,10.85,base,C[NH2+]C1CCCC1,1,CNC1CCCC1,1
NCC1CCCCC1,10.49,base,[NH3+]CC1CCCCC1,7,NCC1CCCCC1,7
CC1(N)CCCCC1,10.36,base,CC1([NH3+])CCCCC1,7,CC1(N)CCCCC1,7
C[C@@H]1CCCC[C@@H]1N,10.5,base,C[C@@H]1CCCC[C@@H]1[NH3+],7,C[C@@H]1CCCC[C@@H]1N,7
CNC1CCCCC1,11.04,base,C[NH2+]C1CCCCC1,1,CNC1CCCCC1,1
CCCCOc1cccc(C(=O)O)c1,4.25,acid,CCCCOc1cccc(C(=O)O)c1,13,CCCCOc1cccc(C(=O)[O-])c1,13
O=C(O)c1cccc(Oc2ccccc2)c1,3.95,acid,O=C(O)c1cccc(Oc2ccccc2)c1,15,O=C([O-])c1cccc(Oc2ccccc2)c1,15
Clc1ccc(/C=N/c2ccccc2)cc1,2.8,base,Clc1ccc(/C=[NH+]/c2ccccc2)cc1,6,Clc1ccc(/C=N/c2ccccc2)cc1,6
COc1cc(N)cc(Cl)c1,3.1,base,COc1cc([NH3+])cc(Cl)c1,9,COc1cc(N)cc(Cl)c1,9
Nc1ccc(Cl)cc1Cl,2.0,base,[NH3+]c1ccc(Cl)cc1Cl,8,Nc1ccc(Cl)cc1Cl,8
O=C(O)c1cccc(Br)c1CO,3.28,acid,O=C(O)c1cccc(Br)c1CO,11,O=C([O-])c1cccc(Br)c1CO,11
Cc1c(N)ccc([N+](=O)[O-])c1C,1.96,base,Cc1c([NH3+])ccc([N+](=O)[O-])c1C,7,Cc1c(N)ccc([N+](=O)[O-])c1C,7
CCOC(=O)c1ccccc1N(C)C,5.48,base,CCOC(=O)c1ccccc1[NH+](C)C,11,CCOC(=O)c1ccccc1N(C)C,11
CCc1cccc(N)c1,4.7,base,CCc1cccc([NH3+])c1,8,CCc1cccc(N)c1,8
O=C(O)c1cccc(I)c1CO,3.18,acid,O=C(O)c1cccc(I)c1CO,11,O=C([O-])c1cccc(I)c1CO,11
Cc1cc(N)ccc1[N+](=O)[O-],1.5,base,Cc1cc([NH3+])ccc1[N+](=O)[O-],10,Cc1cc(N)ccc1[N+](=O)[O-],10
NCCc1ccccc1,9.84,base,[NH3+]CCc1ccccc1,8,NCCc1ccccc1,8
C[C@@H](N)CCCc1ccccc1,9.99,base,C[C@@H]([NH3+])CCCc1ccccc1,11,C[C@@H](N)CCCc1ccccc1,11
NCCCCCc1ccccc1,10.44,base,[NH3+]CCCCCc1ccccc1,11,NCCCCCc1ccccc1,11
C[C@@H](N)CCCc1ccc(O)cc1,9.4,base,C[C@@H]([NH3+])CCCc1ccc(O)cc1,12,C[C@@H](N)CCCc1ccc(O)cc1,12
C[C@@H](N)Cc1ccccc1,9.94,base,C[C@@H]([NH3+])Cc1ccccc1,9,C[C@@H](N)Cc1ccccc1,9
NCCCc1ccccc1,10.16,base,[NH3+]CCCc1ccccc1,9,NCCCc1ccccc1,9
C[C@@H](N)Cc1ccc2c(c1)OCO2,9.67,base,C[C@@H]([NH3+])Cc1ccc2c(c1)OCO2,12,C[C@@H](N)Cc1ccc2c(c1)OCO2,12
CC(C)(C)c1ccc(CC(=O)O)cc1,4.42,acid,CC(C)(C)c1ccc(CC(=O)O)cc1,13,CC(C)(C)c1ccc(CC(=O)[O-])cc1,13
C[C@H]([C@@H](O)c1ccccc1)N(C)C,9.2,base,C[C@H]([C@@H](O)c1ccccc1)[NH+](C)C,10,C[C@H]([C@@H](O)c1ccccc1)N(C)C,10
CNC[C@H](O)c1cccc(O)c1,8.86,base,C[NH2+]C[C@H](O)c1cccc(O)c1,1,CNC[C@H](O)c1cccc(O)c1,1
Cc1ccccc1CCC(=O)O,4.66,acid,Cc1ccccc1CCC(=O)O,11,Cc1ccccc1CCC(=O)[O-],11
[H]/N=C(\c1ccccc1)c1ccccc1OC,7.29,base,COc1ccccc1C(=[NH2+])c1ccccc1,9,[H]/N=C(\c1ccccc1)c1ccccc1OC,1
Cc1cccc(CCC(=O)O)c1,4.68,acid,Cc1cccc(CCC(=O)O)c1,11,Cc1cccc(CCC(=O)[O-])c1,11
CNCCc1ccccc1,10.08,base,C[NH2+]CCc1ccccc1,1,CNCCc1ccccc1,1
CN(Cc1ccccc1)CC(c1ccccc1)c1ccccc1,7.5,base,C[N@H+](Cc1ccccc1)CC(c1ccccc1)c1ccccc1,1,CN(Cc1ccccc1)CC(c1ccccc1)c1ccccc1,1
CCNCc1ccccc1,9.64,base,CC[NH2+]Cc1ccccc1,2,CCNCc1ccccc1,2
Cc1ccccc1CN,9.19,base,Cc1ccccc1C[NH3+],8,Cc1ccccc1CN,8
NCc1cccc(S(N)(=O)=O)c1,8.55,base,NS(=O)(=O)c1cccc(C[NH3+])c1,11,NCc1cccc(S(N)(=O)=O)c1,11
Cc1cccc(/C=C/C(=O)O)c1,4.44,acid,Cc1cccc(/C=C/C(=O)O)c1,11,Cc1cccc(/C=C/C(=O)[O-])c1,11
Cc1cc(C)cc(N[C@H]2CCc3ccccc32)c1,1.3,base,Cc1cc(C)cc([NH2+][C@H]2CCc3ccccc32)c1,7,Cc1cc(C)cc(N[C@H]2CCc3ccccc32)c1,7
Nc1cc(Br)c2ccccc2c1,3.4,base,[NH3+]c1cc(Br)c2ccccc2c1,11,Nc1cc(Br)c2ccccc2c1,11
Nc1cccc2c(Cl)cccc12,3.34,base,[NH3+]c1cccc2c(Cl)cccc12,11,Nc1cccc2c(Cl)cccc12,11
N#Cc1cc(N)c2ccccc2c1,2.26,base,N#Cc1cc([NH3+])c2ccccc2c1,10,N#Cc1cc(N)c2ccccc2c1,10
COc1ccc2ccc(N)cc2c1,4.19,base,COc1ccc2ccc([NH3+])cc2c1,12,COc1ccc2ccc(N)cc2c1,12
Cc1cc(N)c2ccccc2c1,3.96,base,Cc1cc([NH3+])c2ccccc2c1,11,Cc1cc(N)c2ccccc2c1,11
Nc1cc([N+](=O)[O-])cc2ccccc12,2.07,base,[NH3+]c1cc([N+](=O)[O-])cc2ccccc12,10,Nc1cc([N+](=O)[O-])cc2ccccc12,10
Nc1ccc2ccc([N+](=O)[O-])cc2c1,3.1,base,[NH3+]c1ccc2ccc([N+](=O)[O-])cc2c1,13,Nc1ccc2ccc([N+](=O)[O-])cc2c1,13
O=C(O)[C@@H](Br)c1ccccc1,2.21,acid,O=C(O)[C@@H](Br)c1ccccc1,9,O=C([O-])[C@@H](Br)c1ccccc1,9
C1CNC1,11.3,base,C1C[NH2+]C1,2,C1CNC1,2
CN1CCC1,10.4,base,C[NH+]1CCC1,1,CN1CCC1,1
CCCCN1CC1,7.86,base,CCCC[NH+]1CC1,4,CCCCN1CC1,4
CC[C@H]1CN1,8.31,base,CC[C@H]1C[NH2+]1,4,CC[C@H]1CN1,4
CN1CCCC(=O)CCC1,8.75,base,C[NH+]1CCCC(=O)CCC1,1,CN1CCCC(=O)CCC1,1
CC(C)(C#N)N1CCCCC1,9.22,base,CC(C)(C#N)[NH+]1CCCCC1,5,CC(C)(C#N)N1CCCCC1,5
O=C(CCN1CCCCC1)C(c1ccccc1)c1ccccc1,9.45,base,O=C(CC[NH+]1CCCCC1)C(c1ccccc1)c1ccccc1,17,O=C(CCN1CCCCC1)C(c1ccccc1)c1ccccc1,17
c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,8.91,base,c1ccc(C(CC[NH+]2CCCCC2)c2ccccc2)cc1,9,c1ccc(C(CCN2CCCCC2)c2ccccc2)cc1,9
CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,8.81,base,CCC(=O)C(CC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,7,CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,7
CCC(=O)C(C[C@H](C)N1CCCCC1)(c1ccccc1)c1ccccc1,8.53,base,CCC(=O)C(C[C@H](C)[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,8,CCC(=O)C(C[C@H](C)N1CCCCC1)(c1ccccc1)c1ccccc1,8
CCCN1CCCCC1,10.5,base,CCC[NH+]1CCCCC1,3,CCCN1CCCCC1,3
c1cncc([C@H]2CCCCN2)c1,11.0,base,c1cncc([C@H]2CCCC[NH2+]2)c1,11,c1cncc([C@H]2CCCCN2)c1,11
C[C@H]1CCNC(C)(C)C1,11.04,base,C[C@H]1CC[NH2+]C(C)(C)C1,4,C[C@H]1CCNC(C)(C)C1,4
C[C@H]1CCCC(C)(C)N1,11.21,base,C[C@H]1CCCC(C)(C)[NH2+]1,6,C[C@H]1CCCC(C)(C)N1,6
O=C(O)CCc1ccccc1Cl,4.58,acid,O=C(O)CCc1ccccc1Cl,10,O=C([O-])CCc1ccccc1Cl,10
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,9.26,base,C[NH+](C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,1
Nc1ccc(N)nc1,6.48,base,Nc1ccc(N)[nH+]c1,3,Nc1ccc(N)nc1,3
Nc1ccc([NH3+])c[nH+]1,2.13,base,Nc1ccc([NH3+])c[nH+]1,6,Nc1ccc(N)[nH+]c1,6
O=C(O)/C=C/c1ccc(Cl)cc1,4.41,acid,O=C(O)/C=C/c1ccc(Cl)cc1,10,O=C([O-])/C=C/c1ccc(Cl)cc1,10
CN(C)CCc1cccnc1,8.86,base,C[NH+](C)CCc1cccnc1,1,CN(C)CCc1cccnc1,1
O=C(O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.502,acid,O=C(O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],15,O=C([O-])Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],15
c1cncc(CCN2CCCCC2)c1,8.81,base,c1cncc(CC[NH+]2CCCCC2)c1,8,c1cncc(CCN2CCCCC2)c1,8
CC1=CCCCN1C,11.38,base,CC1=CCCC[N@H+]1C,6,CC1=CCCCN1C,6
O=C(O)c1ccc[n+]([O-])c1,2.79,acid,O=C(O)c1ccc[n+]([O-])c1,9,O=C([O-])c1ccc[n+]([O-])c1,9
COc1ccccc1CCC(=O)O,4.804,acid,COc1ccccc1CCC(=O)O,12,COc1ccccc1CCC(=O)[O-],12
COc1cccc(CCC(=O)O)c1,4.65,acid,COc1cccc(CCC(=O)O)c1,12,COc1cccc(CCC(=O)[O-])c1,12
CCCC[C@@H]1CCCN1C,10.2,base,CCCC[C@@H]1CCC[N@H+]1C,8,CCCC[C@@H]1CCCN1C,8
CCN1CCC[C@H]1C,10.56,base,CC[N@@H+]1CCC[C@H]1C,2,CCN1CCC[C@H]1C,2
Cc1ccc([C@@H]2CCCN2)cc1,9.95,base,Cc1ccc([C@@H]2CCC[NH2+]2)cc1,11,Cc1ccc([C@@H]2CCCN2)cc1,11
O=C(O)CSCCc1ccccc1,3.79,acid,O=C(O)CSCCc1ccccc1,12,O=C([O-])CSCCc1ccccc1,12
NC[C@H]1C=CCS1,8.92,base,[NH3+]C[C@H]1C=CCS1,6,NC[C@H]1C=CCS1,6
O=C(O)[C@H](O)c1cccc(Cl)c1,3.24,acid,O=C(O)[C@H](O)c1cccc(Cl)c1,10,O=C([O-])[C@H](O)c1cccc(Cl)c1,10
c1ccc(C(CCN2CCOCC2)c2ccccc2)cc1,7.2,base,c1ccc(C(CC[NH+]2CCOCC2)c2ccccc2)cc1,9,c1ccc(C(CCN2CCOCC2)c2ccccc2)cc1,9
CN1CCOCC1,7.4,base,C[NH+]1CCOCC1,1,CN1CCOCC1,1
Oc1cnccn1,8.25,acid,Oc1cnccn1,6,[O-]c1cnccn1,6
O=C(O)CCC(=O)c1cccc2ccccc12,4.48,acid,O=C(O)CCC(=O)c1cccc2ccccc12,16,O=C([O-])CCC(=O)c1cccc2ccccc12,16
CCc1cnc(NC)nc1,4.29,base,CCc1cnc(NC)[nH+]c1,4,CCc1cnc(NC)nc1,4
Cc1ccnc(O)n1,9.9,acid,Cc1ccnc(O)n1,7,Cc1ccnc([O-])n1,7
Oc1cccc2cnccc12,8.47,acid,Oc1cccc2cnccc12,10,[O-]c1cccc2cnccc12,10
Oc1cnc2ccccc2c1,8.08,acid,Oc1cnc2ccccc2c1,10,[O-]c1cnc2ccccc2c1,10
Cc1cnc2c(O)cccc2c1,9.75,acid,Cc1cnc2c(O)cccc2c1,11,Cc1cnc2c([O-])cccc2c1,11
Oc1c(C(F)(F)F)ccc2cccnc12,9.08,acid,Oc1c(C(F)(F)F)ccc2cccnc12,10,[O-]c1c(C(F)(F)F)ccc2cccnc12,10
Oc1nncc2ccccc12,11.99,acid,Oc1nncc2ccccc12,10,[O-]c1nncc2ccccc12,10
Oc1ccc2cncnc2c1,7.39,acid,Oc1ccc2cncnc2c1,10,[O-]c1ccc2cncnc2c1,10
O=[N+]([O-])c1ccccc1O,7.21,acid,O=[N+]([O-])c1ccccc1O,9,O=[N+]([O-])c1ccccc1[O-],9
O=[N+]([O-])c1cccc(O)c1,8.38,acid,O=[N+]([O-])c1cccc(O)c1,6,O=[N+]([O-])c1cccc([O-])c1,6
O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,0.268,acid,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,19,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)[O-],19
CCO[P@@](C)(=O)OCCN(C)C,8.14,base,CCO[P@@](C)(=O)OCC[NH+](C)C,9,CCO[P@@](C)(=O)OCCN(C)C,9
N[C@@H]1C[C@H]1c1ccc(Cl)cc1,8.11,base,[NH3+][C@@H]1C[C@H]1c1ccc(Cl)cc1,9,N[C@@H]1C[C@H]1c1ccc(Cl)cc1,9
COc1ccc([C@@H]2C[C@H]2N)cc1,8.32,base,COc1ccc([C@@H]2C[C@H]2[NH3+])cc1,11,COc1ccc([C@@H]2C[C@H]2N)cc1,11
Nc1cc2c3c(cccc3c1)CC2,4.5,base,[NH3+]c1cc2c3c(cccc3c1)CC2,12,Nc1cc2c3c(cccc3c1)CC2,12
Nc1ccc(/C=C/c2ccccc2)cc1,4.18,base,[NH3+]c1ccc(/C=C/c2ccccc2)cc1,14,Nc1ccc(/C=C/c2ccccc2)cc1,14
CN(C)CCCO,9.3,base,C[NH+](C)CCCO,1,CN(C)CCCO,1
C#CC(C)(C)NC(C)(C)C=C,8.2,base,C#CC(C)(C)[NH2+]C(C)(C)C=C,5,C#CC(C)(C)NC(C)(C)C=C,5
NCC(Cl)=C(Cl)Cl,7.28,base,[NH3+]CC(Cl)=C(Cl)Cl,6,NCC(Cl)=C(Cl)Cl,6
CC1=C(C)C(C)(C)N(C)C1(C)C,10.8,base,CC1=C(C)C(C)(C)[NH+](C)C1(C)C,4,CC1=C(C)C(C)(C)N(C)C1(C)C,4
CC1=C(C)C(C)(C)NC1(C)C,10.5,base,CC1=C(C)C(C)(C)[NH2+]C1(C)C,4,CC1=C(C)C(C)(C)NC1(C)C,4
CC(=O)SCCN(C)C,8.27,base,CC(=O)SCC[NH+](C)C,6,CC(=O)SCCN(C)C,6
NCC(Cl)Cl,7.25,base,[NH3+]CC(Cl)Cl,4,NCC(Cl)Cl,4
CC(C)c1ccc([C@H](C)N)cc1,9.42,base,CC(C)c1ccc([C@H](C)[NH3+])cc1,11,CC(C)c1ccc([C@H](C)N)cc1,11
CCCc1ccc([C@H](C)N)cc1,9.45,base,CCCc1ccc([C@H](C)[NH3+])cc1,11,CCCc1ccc([C@H](C)N)cc1,11
COc1ccc([C@@H](O)CN)cc1OC,9.18,base,COc1ccc([C@@H](O)C[NH3+])cc1OC,12,COc1ccc([C@@H](O)CN)cc1OC,12
CCCCNC[C@H](O)c1ccc(O)cc1,9.034,base,CCCC[NH2+]C[C@H](O)c1ccc(O)cc1,4,CCCCNC[C@H](O)c1ccc(O)cc1,4
CCOC(=O)c1ccc([C@@H](O)CNC(C)C)cc1,9.43,base,CCOC(=O)c1ccc([C@@H](O)C[NH2+]C(C)C)cc1,13,CCOC(=O)c1ccc([C@@H](O)CNC(C)C)cc1,13
CC(C)NC[C@H](O)c1ccccc1F,9.41,base,CC(C)[NH2+]C[C@H](O)c1ccccc1F,3,CC(C)NC[C@H](O)c1ccccc1F,3
CC(C)NC[C@H](O)c1cccc(I)c1,9.36,base,CC(C)[NH2+]C[C@H](O)c1cccc(I)c1,3,CC(C)NC[C@H](O)c1cccc(I)c1,3
CC(C)NC[C@H](O)c1ccc(C(F)(F)F)cc1,9.34,base,CC(C)[NH2+]C[C@H](O)c1ccc(C(F)(F)F)cc1,3,CC(C)NC[C@H](O)c1ccc(C(F)(F)F)cc1,3
CNC[C@H](O)c1ccc(OC)c(OC)c1,9.51,base,C[NH2+]C[C@H](O)c1ccc(OC)c(OC)c1,1,CNC[C@H](O)c1ccc(OC)c(OC)c1,1
c1ccc(CNCc2ccccc2)cc1,8.52,base,c1ccc(C[NH2+]Cc2ccccc2)cc1,7,c1ccc(CNCc2ccccc2)cc1,7
CCOc1ccc(CN(CCO)CCO)cc1,7.6,base,CCOc1ccc(C[NH+](CCO)CCO)cc1,10,CCOc1ccc(CN(CCO)CCO)cc1,10
NCc1cccc([N+](=O)[O-])c1,8.65,base,[NH3+]Cc1cccc([N+](=O)[O-])c1,10,NCc1cccc([N+](=O)[O-])c1,10
COc1ccnc(N)c1,7.62,base,COc1cc[nH+]c(N)c1,5,COc1ccnc(N)c1,5
Cc1nc(C(=O)O)c(C)o1,4.17,acid,Cc1nc(C(=O)O)c(C)o1,9,Cc1nc(C(=O)[O-])c(C)o1,9
Cc1nc(C(=O)O)co1,3.59,acid,Cc1nc(C(=O)O)co1,8,Cc1nc(C(=O)[O-])co1,8
Cc1ncoc1C(=O)O,2.88,acid,Cc1ncoc1C(=O)O,8,Cc1ncoc1C(=O)[O-],8
C=CCc1c(C)nc(O)nc1C,10.74,acid,C=CCc1c(C)nc(O)nc1C,7,C=CCc1c(C)nc([O-])nc1C,7
Cc1nc(N)ncc1Br,2.61,base,Cc1nc(N)[nH+]cc1Br,4,Cc1nc(N)ncc1Br,4
Nc1ncc(-c2ccc(F)cc2)cn1,3.25,base,Nc1ncc(-c2ccc(F)cc2)c[nH+]1,8,Nc1ncc(-c2ccc(F)cc2)cn1,8
CSc1ncnc(O)c1C,9.12,acid,CSc1ncnc(O)c1C,9,CSc1ncnc([O-])c1C,9
Cc1ccc(-c2cnc(O)nc2)cc1,8.74,acid,Cc1ccc(-c2cnc(O)nc2)cc1,13,Cc1ccc(-c2cnc([O-])nc2)cc1,13
CCC1=NC[C@H](C)S1,5.231,base,CCC1=[NH+]C[C@H](C)S1,3,CCC1=NC[C@H](C)S1,3
CC1=NC(C)(C)CS1,5.39,base,CC1=[NH+]C(C)(C)CS1,2,CC1=NC(C)(C)CS1,2
CC(C)c1cc(O)c(=O)c(Br)cc1Br,4.28,acid,CC(C)c1cc(O)c(=O)c(Br)cc1Br,13,CC(C)c1cc([O-])c(=O)c(Br)cc1Br,13
CC(C)c1c(Br)cc(Br)c(=O)c(O)c1Br,6.0,acid,CC(C)c1c(Br)cc(Br)c(=O)c(O)c1Br,12,CC(C)c1c(Br)cc(Br)c(=O)c([O-])c1Br,12
COC(=O)[C@H]1C[C@H](C)N[C@@H]2CCCC[C@H]12,9.9,base,COC(=O)[C@H]1C[C@H](C)[NH2+][C@@H]2CCCC[C@H]12,10,COC(=O)[C@H]1C[C@H](C)N[C@@H]2CCCC[C@H]12,10
C[C@H]1CC[C@@H]2CCCC[C@H]2N1,10.91,base,C[C@H]1CC[C@@H]2CCCC[C@H]2[NH2+]1,10,C[C@H]1CC[C@@H]2CCCC[C@H]2N1,10
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,9.1,base,C[C@H](CN1c2ccccc2Sc2ccccc21)[NH+](C)C,17,C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,17
CCOc1ccc(NC(C)=O)cc1,11.8,acid,CCOc1ccc(NC(C)=O)cc1,9,CCOc1ccc([N-]C(C)=O)cc1,9
Nc1ccc([N+](=O)[O-])c(Cl)c1,0.26,base,[NH3+]c1ccc([N+](=O)[O-])c(Cl)c1,6,Nc1ccc([N+](=O)[O-])c(Cl)c1,6
Nc1cc(I)cc(I)c1,2.368,base,[NH3+]c1cc(I)cc(I)c1,8,Nc1cc(I)cc(I)c1,8
CCOC(=O)COc1ccc(N)cc1,5.09,base,CCOC(=O)COc1ccc([NH3+])cc1,13,CCOC(=O)COc1ccc(N)cc1,13
CCNc1cccc(C)c1,5.25,base,CC[NH2+]c1cccc(C)c1,2,CCNc1cccc(C)c1,2
CC[N@@H+](CC[N+]1(C)CCCCC1)c1ccccc1,2.77,base,CC[N@@H+](CC[N+]1(C)CCCCC1)c1ccccc1,2,CCN(CC[N+]1(C)CCCCC1)c1ccccc1,2
CCNc1ccc([N+](=O)[O-])cc1,0.94,base,CC[NH2+]c1ccc([N+](=O)[O-])cc1,2,CCNc1ccc([N+](=O)[O-])cc1,2
CCSc1ccc(N)cc1,4.0,base,CCSc1ccc([NH3+])cc1,9,CCSc1ccc(N)cc1,9
Nc1cc([N+](=O)[O-])ccc1F,1.09,base,[NH3+]c1cc([N+](=O)[O-])ccc1F,9,Nc1cc([N+](=O)[O-])ccc1F,9
Nc1ccccc1C=O,1.36,base,[NH3+]c1ccccc1C=O,8,Nc1ccccc1C=O,8
CC(C)Nc1ccccc1[N+](=O)[O-],0.09,base,CC(C)[NH2+]c1ccccc1[N+](=O)[O-],3,CC(C)Nc1ccccc1[N+](=O)[O-],3
CS(=O)(=O)c1ccccc1N,0.33,base,CS(=O)(=O)c1ccccc1[NH3+],10,CS(=O)(=O)c1ccccc1N,10
Nc1cccc(OC(F)(F)C(F)(F)F)c1,3.24,base,[NH3+]c1cccc(OC(F)(F)C(F)(F)F)c1,14,Nc1cccc(OC(F)(F)C(F)(F)F)c1,14
