smiles,pKa,marvin_atom,kind,site_atoms,site_kinds,site_names
COc1ccc(CNC(=O)N2[C@H](C)CN(CCC(C)C)c3cnccc3[C@@H]2C)cc1,6.4,6,base,"[6, 3]","['base', 'base']","['pyridine_N', 'aniline_tert']"
COc1ccc(Cl)c(Nc2ccccc2CC(=O)[O-])c1Cl,3.95,19,acid,"[19, 9]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
COc1ccc(Cl)cc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCC2)cn1,2.63,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1ccc(Cl)cc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCOCC2)cn1,2.63,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1ccc(Cl)cc1S(=O)(=O)NC(=O)Nc1ccccc1,4.5,11,acid,"[11, 14]","['acid', 'base']","['sulfonamide_2', 'aniline_sec']"
COc1ccc(Cl)cc1S(=O)(=O)NC(=S)NC(C)C,5.74,6,acid,"[6, 3]","['acid', 'acid']","['sulfonamide_2', 'thiourea_NH']"
COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)C[NH+](CC2CCOCC2)CC4)cc1,6.6,16,base,"[16, 27]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1ccc(Cn2cc(C(=O)NO)c(=O)c3c(F)ccc(F)c32)cc1,8.0,25,acid,"[25, 24]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
COc1ccc(N)cn1,4.24,7,base,"[7, 8]","['base', 'base']","['pyridine_N', 'aniline']"
COc1ccc(NC(=O)C2=C(O)C(=O)N(C)C2)cc1,5.84,7,acid,"[7, 10]","['acid', 'base']","['enol', 'aniline_sec']"
COc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.94,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1ccc(Nc2ccc(N)cc2)cc1,5.9,15,base,"[15, 8]","['base', 'base']","['aniline', 'aniline_sec']"
COc1ccc(O)c(C(=O)[O-])c1,3.9,10,acid,"[10, 11]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
COc1ccc(O)c(CN=NS(=O)(=O)Cc2ccccc2)c1,6.5,21,acid,"[21, 14]","['acid', 'acid']","['phenol', 'sulfone_CH']"
COc1ccc(OC(=O)NCCC[NH3+])cc1,9.6,15,base,"[11, 15]","['acid', 'base']","['carbamate_NH', 'prim_amine']"
COc1ccc(OC(=O)NCC[NH3+])cc1,8.65,14,base,"[11, 14]","['acid', 'base']","['carbamate_NH', 'prim_amine']"
COc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1,10.21,18,acid,"[18, 11]","['acid', 'acid']","['phenol', 'carbamate_NH']"
COc1ccc(OC)c(NC2=[NH+]CCN2)c1,10.15,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1ccc(S(=O)(=O)CCN2CCCCC2)c(OC)c1OC,7.24,17,base,"[15, 17]","['acid', 'base']","['sulfone_CH', 'tert_amine']"
COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC,4.89,17,base,"[15, 17]","['acid', 'base']","['sulfone_CH', 'tert_amine']"
COc1ccc([C@@H]2Sc3ccccc3N(CC[NH+](C)C)C(=O)[C@@H]2OC(C)=O)cc1,7.976,18,base,"[18, 13]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,7.14,11,base,"[11, 15]","['base', 'base']","['pyridine_N', 'aniline_tert']"
COc1ccc2[nH+]ccc(N)c2c1,8.94,11,base,"[11, 12]","['base', 'base']","['pyridine_N', 'aniline']"
COc1ccc2c(c1)N(CCC[NH+](C)C)c1ccccc1S2,9.41,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1ccc2c(c1)N(CC[NH+](C)C)CCO2,8.6,1,base,"[1, 5]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1ccc2c(c1)N(C[C@H](C)C[NH+](C)C)c1ccccc1S2,9.195,20,base,"[20, 3]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1ccc2c(c1)NCCN2,5.26,11,base,"[8, 11]","['base', 'base']","['aniline_sec', 'aniline_sec']"
COc1ccc2cc3[n+](cc2c1OC)CCc1cc(O)c(O)cc1-3,9.4,22,acid,"[23, 22]","['acid', 'acid']","['phenol', 'phenol']"
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=[NH+]3)c2)c1,6.5,4,base,"[4, 2]","['base', 'base']","['amidine', 'imine_N']"
COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=[NH+]3)c2)c1,5.7,4,base,"[4, 2]","['base', 'base']","['amidine', 'imine_N']"
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=[NH+]3)c2)c1,6.0,4,base,"[4, 2]","['base', 'base']","['amidine', 'imine_N']"
COc1cccc(-n2cc3nc(-c4ccccc4C)n(CC4CCC[NH+](C(C)C)C4)c(=O)c3n2)c1,10.0,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(C#N)cc3)CC2)c1,6.41,13,base,"[13, 16]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(C)cc3)CC2)c1,6.46,10,base,"[10, 7]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1cccc(C(=O)NCC[NH+]2CCN(c3ccc(Cl)cc3)CC2)c1,6.19,13,base,"[13, 16]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1cccc(Nc2c3ccccc3nc3ccccc23)c1,7.21,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCOCC3)cn2)c1,6.02,6,base,"[6, 19]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1cccc(O)c1O,9.28,9,acid,"[9, 8]","['acid', 'acid']","['phenol', 'phenol']"
COc1cccc2c1NC(=[NH+]CC(F)F)NC2C,10.2,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1cccc2c3c(c(C)[nH+]c12)CCN3c1ccccc1C,9.5,18,base,"[18, 7]","['base', 'base']","['pyridine_N', 'aniline_tert']"
COc1ccccc1C(=O)NO,8.9,11,acid,"[11, 10]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
COc1ccccc1NC(=O)C1=C(O)C(=O)N(C)C1,6.08,7,acid,"[7, 10]","['acid', 'base']","['enol', 'aniline_sec']"
COc1ccccc1Nc1c2ccccc2nc2ccccc12,7.74,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COc1ccnc2c1ccc1c(OC)ccnc12,6.45,12,base,"[5, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1ccncn1,2.5,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cnc(N)s1,4.98,4,base,"[4, 7]","['base', 'base']","['pyridine_N', 'aniline']"
COc1nc(C)cc(=O)[nH]1,8.4,5,acid,"[5, 7]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
COc1ncnc2ccccc12,3.13,9,base,"[9, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1noc2c1CC[NH2+]C2,7.1,8,base,"[8, 6]","['base', 'base']","['sec_amine', 'pyridine_N']"
COc1noc2c1C[NH+](C)CC2,6.6,1,base,"[1, 7]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1noc2c1C[NH+](Cc1ccccc1)CC2,6.0,9,base,"[9, 6]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1noc2c1C[NH2+]CC2,7.6,9,base,"[9, 6]","['base', 'base']","['sec_amine', 'pyridine_N']"
CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1,4.2,4,acid,"[4, 7]","['acid', 'base']","['sulfonamide_2', 'aniline_sec']"
CS(=O)(=O)Nn1c(=O)[nH]c2cc(Cl)ccc2c1=O,6.9,4,acid,"[4, 14]","['acid', 'acid']","['sulfonamide_2', 'aromatic_lactam']"
CS(=O)(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.81,18,base,"[18, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CSC1N=CC[NH2+]1,5.95,6,base,"[3, 6]","['base', 'base']","['sec_amine', 'imine_N']"
CSc1cc(C)ncn1,3.25,6,base,"[4, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
CSc1ccc2c(c1)N(CCC1CCCC[NH+]1C)c1ccccc1S2,9.35,1,base,"[1, 9]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[C@@H]1CC[C@H]2C(CN3CC[NH+](CCO)CC3)=C(C(F)(F)F)O[C@@H]3OC4(C)CC[C@@H]1[C@]32OO4,6.59,26,base,"[23, 26]","['base', 'base']","['tert_amine', 'tert_amine']"
C[C@@H]1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,12,base,"[12, 10]","['base', 'base']","['guanidine', 'aniline_sec']"
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)Cc1cc(=O)[nH]o1)c1ccccc1,6.5,31,acid,"[31, 33]","['acid', 'acid']","['aromatic_lactam', 'carbamate_NH']"
C[C@@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)[O-])c1ccccc1,5.6,30,acid,"[30, 31]","['acid', 'acid']","['carboxylic_acid', 'carbamate_NH']"
C[C@@]12COCC[C@H]1Oc1ccc(-c3cccnc3F)cc1[C@@]21COC(N)=[NH+]1,6.4,18,base,"[18, 24]","['base', 'base']","['amidine', 'pyridine_N']"
C[C@H]1CC[C@H]2[C@H](C)CC[C@@H](C(=O)[O-])[NH+]2C1,10.8,9,base,"[13, 9]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
C[C@H]1NC(=[NH+]CC(F)F)Nc2ccc(Cl)c(Cl)c21,8.5,12,base,"[12, 10]","['base', 'base']","['guanidine', 'aniline_sec']"
C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=[NH+]3)[C@H]12,6.4,18,base,"[18, 24]","['base', 'base']","['amidine', 'pyridine_N']"
C[C@@H]1CN(Cc2ccccc2)c2cncc(F)c2[C@H](C)N1C(=O)NCc1ccccc1,4.2,6,base,"[6, 3]","['base', 'base']","['pyridine_N', 'aniline_tert']"
C[C@@H]1CN(Cc2ccccc2)c2cnccc2[C@H](C)N1C(=O)NCc1ccccc1,6.2,6,base,"[6, 3]","['base', 'base']","['pyridine_N', 'aniline_tert']"
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCC(=O)[O-])c1ccccc1,5.6,30,acid,"[30, 31]","['acid', 'acid']","['carboxylic_acid', 'carbamate_NH']"
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@@H](NC(=O)CCNS(=O)(=O)C(F)(F)F)c1ccccc1,7.9,28,acid,"[28, 36]","['acid', 'acid']","['sulfonamide_2', 'carbamate_NH']"
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCNS(=O)(=O)C(F)(F)F)c1ccccc1,7.9,28,acid,"[28, 36]","['acid', 'acid']","['sulfonamide_2', 'carbamate_NH']"
C[N+](C)(C)CCOC(=O)/C=C/c1cnc[nH]1,4.6,13,base,"[15, 13]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
C[N+](C)(C)Cc1cccc(O)c1O,8.1,11,acid,"[12, 11]","['acid', 'acid']","['phenol', 'phenol']"
C[NH+](C)CC(=O)[O-],9.81,1,base,"[6, 1]","['acid', 'base']","['carboxylic_acid', 'tert_amine']"
C[NH+](C)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,9.34,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,9.472857,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C#N)cc21,9.29,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.216,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,9.271818,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,9.36,1,base,"[1, 6]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,8.78,23,base,"[23, 19]","['base', 'base']","['tert_amine', 'imine_N']"
C[NH+](C)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@]12C,8.88,22,base,"[22, 18]","['base', 'base']","['tert_amine', 'imine_N']"
C[NH+](C)Cc1ccc(NC(=O)CN=O)cc1,8.995,1,base,"[1, 10]","['base', 'base']","['tert_amine', 'aniline_sec']"
C[NH+](C)Cc1cccc(NC(=O)CN=O)c1,8.7,1,base,"[1, 10]","['base', 'base']","['tert_amine', 'aniline_sec']"
C[NH+](C)Cc1no[n+]([O-])c1C#N,5.82,1,base,"[1, 9]","['base', 'base']","['tert_amine', 'pyridine_N']"
C[NH+](CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,6.7,1,base,"[1, 5]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+](Cc1cc(Br)cc(Br)c1N)C1CCCCC1,8.5,1,base,"[1, 9]","['base', 'base']","['tert_amine', 'aniline']"
C[NH+]1C2CCC1CC(=NOC(c1ccccc1)c1ccc(Cl)cc1)C2,8.34,1,base,"[1, 8]","['base', 'base']","['tert_amine', 'imine_N']"
C[NH+]1C2CCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,9.4,20,base,"[20, 3]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+]1C2COCC1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,7.1,21,base,"[21, 3]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+]1CC=NC1,7.12,4,base,"[1, 4]","['base', 'base']","['tert_amine', 'imine_N']"
C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,9.61,1,base,"[1, 9]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+]1CCN(C(C#N)c2ccc3c(c2)OCO3)CC1,7.6,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
C[NH+]1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.81,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
C[NH+]1CCN(C2=[NH+]c3ccccc3Oc3ccc(Cl)cc32)CC1,7.513333,1,base,"[8, 1]","['base', 'base']","['amidine', 'tert_amine']"
C[NH+]1CCN2c3ccccc3Cc3ccccc3C2C1,7.75,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'aniline_tert']"
C[NH+]=C1Nc2ccccc2C(C)N1,10.6,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
C[NH2+]CC(=O)Nc1c(C)cccc1C,7.99,11,base,"[11, 7]","['base', 'base']","['sec_amine', 'aniline_sec']"
C[NH2+]CCCN1c2ccccc2CCc2ccccc21,10.245,1,base,"[1, 5]","['base', 'base']","['sec_amine', 'aniline_tert']"
C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,9.3,1,base,"[1, 15]","['base', 'base']","['sec_amine', 'pyridine_N']"
C[n+]1c(N)cc[nH]c1=O,7.38,5,acid,"[5, 8]","['acid', 'base']","['aromatic_lactam', 'aniline']"
C[n+]1c(NN)ccc2ccccc21,2.66,12,base,"[12, 11]","['base', 'base']","['prim_amine', 'aniline_sec']"
C[n+]1c2ccccc2nc2c(O)cccc21,4.85,15,acid,"[15, 8]","['acid', 'base']","['phenol', 'pyridine_N']"
C[n+]1c2ccccc2nc2ccc(O)cc21,3.0,15,acid,"[15, 8]","['acid', 'base']","['phenol', 'pyridine_N']"
C[n+]1ccc(N)[nH]c1=O,4.52,5,acid,"[5, 8]","['acid', 'base']","['aromatic_lactam', 'aniline']"
C[n+]1ccc(NN)c2ccccc21,2.61,12,base,"[12, 11]","['base', 'base']","['prim_amine', 'aniline_sec']"
C[n+]1nc(-c2ccccc2)ccc1NCC[NH+]1CCOCC1,5.31,16,base,"[16, 13]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1[nH+]cc(C2CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC2)n1C,8.2,2,base,"[16, 2]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
Cc1[nH+]cc2n1C(=O)N(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5.0,2,base,"[19, 2]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
Cc1[nH]c2c(NCc3ccccc3)nccc2c1C,8.79,8,base,"[8, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1[nH]c2ccc(OC3CC[NH+](C(C)C)CC3)cc2c1C(=O)N1CCOCC1,9.8,14,base,"[14, 22]","['base', 'base']","['tert_amine', 'morpholine_N']"
Cc1[nH]nc2c(N)cccc12,3.18,10,base,"[9, 10]","['acid', 'base']","['pyrazole_NH', 'aniline']"
Cc1c(C)c(O)c(C)c(C)c1O,11.3,10,acid,"[10, 7]","['acid', 'acid']","['phenol', 'phenol']"
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)[O-],4.3,18,acid,"[18, 8]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
Cc1c(OCC[NH+](C)C)no[n+]1[O-],7.9,10,base,"[10, 3]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1c(OCC[NH3+])no[n+]1[O-],8.7,10,base,"[10, 3]","['base', 'base']","['prim_amine', 'pyridine_N']"
Cc1c[n+](C)c(=O)[nH]c1N,4.76,6,acid,"[6, 8]","['acid', 'base']","['aromatic_lactam', 'aniline']"
Cc1c[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1N,4.4,6,acid,"[6, 8]","['acid', 'base']","['aromatic_lactam', 'aniline']"
Cc1c[nH+]c(C)[nH]1,8.39,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1c[nH+]ccc1N,9.15,3,base,"[3, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,4.2,4,base,"[4, 16]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(-c2ccccc2)n[n+](C)c1NCC[NH+]1CCOCC1,5.12,10,base,"[10, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84,10,base,"[10, 7]","['base', 'base']","['tert_amine', 'aniline']"
Cc1cc(-c2ccccc2)nn2cc(CN3CCOCC3)[nH+]c12,6.3,11,base,"[11, 7]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1cc(=O)[nH]c(=O)[nH]1,9.29,5,acid,"[5, 8]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
Cc1cc(Br)cc(C)c1NC1=[NH+]CCN1,10.21,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(C(=O)N2CCCC2c2ccc(-c3cccc(Cl)c3)nc2)no1,3.5,17,base,"[4, 17]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(C(=O)N2CCCC2c2cnc(-c3cccc(Cl)c3)cc2C)no1,4.2,4,base,"[4, 18]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(C(=O)[O-])n[nH]1,3.86,8,acid,"[8, 5]","['acid', 'acid']","['carboxylic_acid', 'pyrazole_NH']"
Cc1cc(C)c(C)c(Nc2ccccc2CC(=O)[O-])c1C,4.2,18,acid,"[18, 8]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
Cc1cc(C)c(NC2=[NH+]CCN2)c(C)c1,10.78,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(C)c(NC2=[NH+]CCN2)c(Cl)c1,9.59,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(C)c2[nH+]c(C)cc(N)c2c1,10.4,10,base,"[10, 12]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(C)c2ccc3c(C)cc(C)nc3c2n1,6.5,11,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(C)c2ccc3cccnc3c2n1,5.96,4,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(C)nc(N)c1,7.84,4,base,"[4, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(C)ncn1,2.7,6,base,"[4, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,8.29,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(Cl)cc(C)c1NC1=[NH+]CCN1,10.25,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(Cl)cc(Cl)c1NC1=[NH+]CCN1,9.03,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(Cl)ccc1NC1=[NH+]CCN1,9.91,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cc(Cl)ccc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCOCC2)cn1,2.63,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cc(N)c(C)c[nH+]1,9.68,6,base,"[6, 8]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(N)c2ccccc2[nH+]1,9.44,10,base,"[10, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(N)cc[nH+]1,9.44,6,base,"[6, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(N)nc2c1ccc1ccccc12,6.02,4,base,"[4, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc(N)nc2ccc3ccccc3c12,7.14,4,base,"[4, 15]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cc([C@H]2C[C@H]3[C@@H](C)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)on1,7.7,12,base,"[12, 5]","['base', 'base']","['amidine', 'pyridine_N']"
Cc1cc([C@H]2C[C@H]3[C@@H](CF)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)on1,7.0,12,base,"[12, 5]","['base', 'base']","['amidine', 'pyridine_N']"
Cc1cc2[nH+]c(C(=O)N(C)C)cc(NCc3c(C)cccc3C)c2[nH]1,7.3,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cc2c(C)ccnc2c2ncccc12,5.71,4,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc2cccnc2c2ncccc12,5.26,14,base,"[7, 14]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc2ccn3ccnc3c2nc1C,4.63,9,base,"[9, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cc2nc[nH]c2cc1C,6.04,8,base,"[10, 8]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1ccc(-c2nc3cccc(C(C)C(=O)[O-])c3o2)cc1,6.2,20,acid,"[20, 8]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1ccc(C(=O)NO)cc1,8.9,10,acid,"[10, 9]","['acid', 'base']","['hydroxamic_acid', 'hydroxylamine_N']"
Cc1ccc(C(=O)[O-])c(O)c1,3.11,10,acid,"[10, 7]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
Cc1ccc(Cl)cc1NC1=[NH+]CCN1,9.5,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1ccc(N)c(N)c1,5.0,8,base,"[7, 8]","['base', 'base']","['aniline', 'aniline']"
Cc1ccc(N)nc1,7.22,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1ccc(N2CC[NH+](CCNC(=O)c3ccc(F)cc3)CC2)cc1,6.31,10,base,"[10, 7]","['base', 'base']","['tert_amine', 'aniline_tert']"
Cc1ccc(N2CCc3ccccc3C2)nc1,6.5,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline_tert']"
Cc1ccc(NC(=O)C2=C(O)C(=O)N(C)C2)cc1,5.79,17,acid,"[17, 7]","['acid', 'base']","['enol', 'aniline_sec']"
Cc1ccc(NC(=O)C[NH+]2CCCCC2)c(C)c1,7.8,12,base,"[12, 8]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1ccc(NC(=O)C[NH+]2CCCCC2)cc1,7.85,11,base,"[11, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1ccc(NC2=[NH+]CCN2)c(C)c1,10.59,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1ccc(NC2=[NH+]CCN2)c(Cl)c1,9.456667,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1ccc(Nc2c(S(=O)(=O)c3ccccc3)cnc3ccc(Cl)cc23)cc1,2.34,15,base,"[15, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.72,15,base,"[15, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1ccc(O)c(C(=O)[O-])c1,3.01,9,acid,"[9, 10]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
Cc1ccc(O)c(O)c1,9.62,7,acid,"[8, 7]","['acid', 'acid']","['phenol', 'phenol']"
Cc1ccc(S(=O)(=O)NC(=O)N[NH+]2CC3CCCC3C2)cc1,5.98,10,acid,"[10, 14]","['acid', 'base']","['sulfonamide_2', 'tert_amine']"
Cc1ccc(S(=O)(=O)NCCC(=[NH2+])N(C)C)cc1,10.62,10,acid,"[10, 14]","['acid', 'base']","['sulfonamide_2', 'amidine']"
Cc1ccc(S(=O)(=O)NCCC(N)=[NH2+])cc1,10.145,10,acid,"[10, 14]","['acid', 'base']","['sulfonamide_2', 'amidine']"
Cc1ccc2[nH+]c3c(c(N4CCOCC4)c2c1)CCC3,7.18,10,base,"[10, 14]","['base', 'base']","['pyridine_N', 'aniline_tert']"
